Country Name,Year,GDP per Capita Growth
Burundi,2009-01-01,-1.32769460696001
Burundi,2010-01-01,0.318221817835934
Burundi,2011-01-01,0.411511959732195
Burundi,2012-01-01,0.824080965967312
Cameroon,1990-01-01,-8.90923918259573
Cameroon,1991-01-01,-6.64425525033326
Cameroon,1992-01-01,-5.90335596051496
Cameroon,1993-01-01,-10.5729314037701
Cameroon,1994-01-01,-0.994143234870094
Cameroon,1995-01-01,0.0685852661657975
Cameroon,1996-01-01,1.42319588977244
Cameroon,1997-01-01,1.78421406525811
Cameroon,1998-01-01,1.99361062354124
Cameroon,1999-01-01,1.77836307995483
Cameroon,2000-01-01,1.13112675064183
Cameroon,2001-01-01,1.61967885394192
Cameroon,2002-01-01,1.71456911156159
Cameroon,2003-01-01,2.61413205031191
Cameroon,2004-01-01,4.15072943765342
Cameroon,2005-01-01,-0.527954203572861
Cameroon,2006-01-01,1.02499358925834
Cameroon,2007-01-01,1.4665444946196
Cameroon,2008-01-01,-0.0290814506774097
Cameroon,2009-01-01,-0.299622048768526
Cameroon,2010-01-01,0.0065827892668011
Cameroon,2011-01-01,0.493346678618309
Cameroon,2012-01-01,1.72184165315457
Central African Republic,1990-01-01,-5.11220033298814
Central African Republic,1991-01-01,-3.60080337182883
Central African Republic,1992-01-01,-9.35406628817103
Central African Republic,1993-01-01,-2.82888755720866
Central African Republic,1994-01-01,1.65216965450863
Central African Republic,1995-01-01,4.29285447954857
Central African Republic,1996-01-01,-6.4792849902166
Central African Republic,1997-01-01,2.41045924123175
Central African Republic,1998-01-01,1.85541267697853
Central African Republic,1999-01-01,0.757392208499624
Central African Republic,2000-01-01,-5.18220026360443
Central African Republic,2001-01-01,2.13885527335542
Central African Republic,2002-01-01,1.35277536204286
Central African Republic,2003-01-01,-7.65734591441719
Central African Republic,2004-01-01,3.72059104688861
Central African Republic,2005-01-01,-1.3381825936235
Central African Republic,2006-01-01,2.68466734365158
Central African Republic,2007-01-01,2.66586506065356
Central African Republic,2008-01-01,-0.039937079778781
Central African Republic,2009-01-01,6.27239396663248
Central African Republic,2010-01-01,2.4859848510043
Central African Republic,2011-01-01,2.61023480271317
Central African Republic,2012-01-01,4.14515839433653
Chad,1990-01-01,-6.75116852538437
Chad,1991-01-01,4.6668215481418
Chad,1992-01-01,3.53777679068629
Chad,1993-01-01,-17.6098650133063
Chad,1994-01-01,7.71935465313965
Chad,1995-01-01,-3.11129058685623
Chad,1996-01-01,-2.20662111409735
Chad,1997-01-01,2.10012542124976
Chad,1998-01-01,3.36890110430549
Chad,1999-01-01,-4.07692600748058
Chad,2000-01-01,-4.20701536982699
Chad,2001-01-01,8.0010539267867
Chad,2002-01-01,4.81404163677151
Chad,2003-01-01,10.2557711761468
Chad,2004-01-01,27.8310946494087
Chad,2005-01-01,12.7411606362719
Chad,2006-01-01,-2.85311905014409
Chad,2007-01-01,-0.16792346689482
Chad,2008-01-01,-0.437900442497067
Chad,2009-01-01,0.614501315990211
Chad,2010-01-01,9.74497303673172
Chad,2011-01-01,-3.35407468511102
Chad,2012-01-01,5.15061214529531
Chile,1990-01-01,1.6743185217414
Chile,1991-01-01,6.06294117568433
Chile,1992-01-01,9.38936928277417
Chile,1993-01-01,4.94340387294886
Chile,1994-01-01,3.46119071906128
Chile,1995-01-01,7.37583824755272
Chile,1996-01-01,5.35100761055504
Chile,1997-01-01,5.98632652850519
Chile,1998-01-01,2.87866913621421
Chile,1999-01-01,-1.45425561613365
Chile,2000-01-01,3.77235697746502
Chile,2001-01-01,2.00993651227603
Chile,2002-01-01,2.08611070911063
Chile,2003-01-01,3.63156646701455
Chile,2004-01-01,5.61634007452696
Chile,2005-01-01,4.80751806301836
Chile,2006-01-01,5.01599112354818
Chile,2007-01-01,4.14200232075726
Chile,2008-01-01,2.75580095959636
Chile,2009-01-01,-2.1283005713077
Chile,2010-01-01,4.78894268723008
Chile,2011-01-01,5.17603699803075
Chile,2012-01-01,5.12573837988386
China,1990-01-01,2.40655857199583
China,1991-01-01,7.78209199050757
China,1992-01-01,12.8332095807123
China,1993-01-01,12.5819966439285
China,1994-01-01,11.7663891477992
China,1995-01-01,9.7549548842172
China,1996-01-01,8.77642981434141
China,1997-01-01,8.12449757938634
China,1998-01-01,6.81606455946347
China,1999-01-01,6.7334856640101
China,2000-01-01,7.63859767394915
China,2001-01-01,7.55165482920275
China,2002-01-01,8.40487997475978
China,2003-01-01,9.35477664751414
China,2004-01-01,9.46155877125059
China,2005-01-01,10.7413751253692
China,2006-01-01,12.0933046926809
China,2007-01-01,13.6358205016025
China,2008-01-01,9.09028010033224
China,2009-01-01,8.85594767481155
China,2010-01-01,10.1028326239837
China,2011-01-01,8.95381604181145
China,2012-01-01,7.13452377727239
Colombia,1990-01-01,2.11239850086568
Colombia,1991-01-01,-0.0561513849875581
Colombia,1992-01-01,2.00195216256009
Colombia,1993-01-01,3.3282368896095
Colombia,1994-01-01,3.77386715628458
